cast,director,genre,opening_date,opening_year,title
"Manoj Amarnani, Anokhi Dalvi, Nancy Brunetta, Parth Naik, Raj Zutshi",Manoj Amarnani,romance,2014-08-22,2014,Life is Beautiful!
"Saahil Prem, Amrit Maghera",Saahil Prem,dance,2014-08-22,2014,Mad About Dance
"Rani Mukerji, Tahir Raj Bhasin, Jisshu Sengupta",Pradeep Sarkar,"drama,action",2014-08-22,2014,Mardaani
"Rafiq Batcha, Srinivas, Dick Mays, Alieesa Badresia",Atlanta Nagendra,comedy,2014-08-22,2014,Mumbhai Connection
"Emraan Hashmi, Humaima Malick, Paresh Rawal, Deepak Tijori, Kay Kay Menon",Kunal Deshmukh,thriller,2014-08-29,2014,Raja Natwarlal
"Priyanka Chopra, Minakkshi Kalitaa, Zachary Coffin",Omung Kumar,drama,2014-09-05,2014,Mary Kom
"Bipasha Basu, Imran Abbas",Vikram Bhatt,horror,2014-09-12,2014,Creature
"Aditya Roy Kapur, Parineeti Chopra, Anupam Kher",Habib Faisal,"comedy,drama",2014-09-19,2014,Daawat-e-Ishq
"Sonam Kapoor, Fawad Khan, Kiron Kher, Ratna Pathak, Aamir Raza Hussain",Shashanka Ghosh,"romance,comedy",2014-09-19,2014,Khoobsurat
"Rannvijay Singh, Anindita Nayar, Salil Acharya, Kavin Dave",Vishal Mahadkar,horror,2014-09-26,2014,3 A.M.
"Soha Ali Khan, Seema Biswas, Zakir Hussain",Manish Harishankar,thriller,2014-09-26,2014,Chaarfutiya Chhokare
"Suniel Shetty, Akhil Kapur, Jay Bhanushali, Sasha Agha, Tia Bajpai",Anand Kumar,"drama,action",2014-09-26,2014,Desi Kattey
"Raghuvir Yadav, Puru Chibber, Reecha Sinha, Zakir Hussain",Abhishek Bindal,social satire,2014-09-26,2014,Meinu Ek Ladki Chaahiye
"Mika Singh, Shaan, Gabriela Bertante",Sunil Agnihotri,comedy,2014-09-26,2014,Balwinder Singh Famous Ho Gaya
"Hrithik Roshan, Katrina Kaif, Jaaved Jaaferi, Jimmy Shergill, Danny Denzongpa",Siddharth Anand,"action,romance",2014-10-02,2014,Bang Bang!
"Sanjay Dutt, Prakash Raj, Om Puri, Prachi Desai[63]",K. S. Ravikumar,action,2013-07-05,2013,Policegiri
"Farhan Akhtar, Sonam Kapoor, Divya Dutta, Pawan Malhotra[64]",Rakeysh Omprakash Mehra,biographical,2013-07-12,2013,Bhaag Milkha Bhaag
"Izabelle Leite, Darshan Jariwala, Wamiqa Gabbi, Highphill Mathew, Rohan Mehra[65]",Raj Purohit,drama,2013-07-12,2013,Sixteen
"Raj Kumar Yadav, Anshuman Jha, Divya Dutta, Sharat Saxena, Dhruv Ganesh, Aarya Kumar[66]",Amit Vats,comedy,2013-07-12,2013,Boyss Toh Boyss Hain
"Girish Kumar, Shruti Haasan[67]",Prabhudeva,rom-com,2013-07-19,2013,Ramaiya Vastavaiya
"Arjun Rampal, Rishi Kapoor, Shruti Haasan, Irrfan Khan, Huma Qureshi[68]",Nikhil Advani,"action, drama",2013-07-19,2013,D Day
"Aida Al-Khashef, Niraj Kabi, Sohum Shah, Vinay Shukla[69]",Anand Gandhi,experimental,2013-07-19,2013,Ship of Theseus
"Prateik Babbar, Amyra Dastur, Rajeshwari Sachdev, Evelyn Sharma, Ravi Kishan, Makarand Deshpande[70]",Manish Tiwary,"romance, drama",2013-07-26,2013,Issaq
"Vinay Pathak, Ranvir Shorey, Ravi Kishan, Dolly Ahluwalia[71]",Shashant Shah,comedy,2013-07-26,2013,Bajatey Raho
"Tanuj Virwani, Neha Hinge[72]",Joe Rajan,romance,2013-07-26,2013,Luv U Soniyo
"Poonam Pandey, Shivam, Ranbir Chakma[73]",Amit Saxena,"erotic, thriller",2013-07-26,2013,Nasha
"Arshad Warsi, Akash Chopra, Paresh Rawal[74]",Amrit Sagar Chopra,comedy,2013-08-02,2013,Rabba Main Kya Karoon
"Deepak Dobriyal, Anshul Kataria, Priya Bathija, Paru Uma[75]",K. Rajesh,comedy,2013-08-02,2013,Chor Chor Super Chor
"Shilpa Shukla, Shadab Kamal, Rajesh Sharma[76]",Ajay Bahl,drama,2013-08-02,2013,B.A. Pass
"Rituparna Sengupta, Priyanshu Chatterjee, Raghubir Yadav, Harsh Chhaya[77]",Dinesh P. Bhonsle,"thriller, drama",2013-08-02,2013,Calapor
"Joy Mukherjee, Waheeda Rehman, Kishore Kumar, Ashok Kumar, Rehman[78]",Joy Mukherjee,romance,2013-08-02,2013,Love in Bombay
"Shah Rukh Khan, Deepika Padukone[79]",Rohit Shetty,"comedy, action",2013-08-09,2013,Chennai Express
"Akshay Kumar, Imran Khan, Sonakshi Sinha, Sonali Bendre, Mahesh Manjrekar[80]",Milan Luthria,"crime, romance",2013-08-15,2013,Once Upon ay Time in Mumbai Dobaara!
"John Abraham, Nargis Fakhri, Raashii Khanna",Shoojit Sircar,"drama, spy",2013-08-23,2013,Madras Cafe
"Amitabh Bachchan, Ajay Devgn, Kareena Kapoor, Arjun Rampal, Amrita Rao, Manoj Bajpai[81]",Prakash Jha,political thriller,2013-08-30,2013,Satyagraha
"Ram Charan, Priyanka Chopra, Sanjay Dutt, Mahie Gill, Prakash Raj, Atul Kulkarni[82]",Apoorva Lakhia,"action, thriller",2013-09-06,2013,Zanjeer
"Sushant Singh Rajput, Parineeti Chopra, Vaani Kapoor, Rishi Kapoor[83]",Maneesh Sharma,romance,2013-09-06,2013,Shuddh Desi Romance
"Avinash Bhargava, Leena, Samarth Chaturvedi",Karan Kashyap,comedy,2013-09-06,2013,Zindagi Jalebi
Rajesh Tailang,Richie Mehta,drama,2013-09-10,2013,Siddharth
"Riteish Deshmukh, Vivek Oberoi, Aftab Shivdasani, Karishma Tanna, Manjari Fadnis, Bruna Abdullah, Kainaat Arora[84]",Indra Kumar,adult comedy,2013-09-13,2013,Grand Masti
"Naseeruddin Shah, Randeep Hooda[85]",Ahishor Solomon,thriller,2013-09-13,2013,John Day
"Karan Kundra, Nishant Singh Malkani, Ravish Desai, Hasan Zaidi, Sheetal Singh, Aparna Bajpai, Radhika Menon, Nandini Vaid[86]",Ayush Raina,horror,2013-09-13,2013,Horror Story
"Shahid Kapoor, Ileana D'Cruz, Parul Yadav, Padmini Kolhapure, Darshan Jariwala[87]",Rajkumar Santoshi,"rom com, action",2013-09-20,2013,Phata Poster Nikhla Hero
"Irrfan Khan, Nawazuddin Siddiqui, Bharati Achrekar[88]",Ritesh Batra,drama,2013-09-20,2013,The Lunchbox
"Santosh Barmola, Suzana Rodrigues, Manjari Fadnis, Varun Sharma, Jitin Gulati, Sumit Suri, Madhurima Tuli[89]",Gurmmeet Singh,thriller,2013-09-27,2013,Warning
"Sumeet Nijhawan, Mona Wasu, Pankaj Tripathi, Mohd. Zeeshan Ayyub, Manish Chaudhary[90]",Jaideep Chopra,suspense thriller,2013-09-27,2013,Maazii
"Chandan Roy Sanyal, Elena Kazan, Arfi Lamba, Kumar Mayank[91]",Ashish R Shukla,"psychological thriller, romance",2013-09-27,2013,Prague
"Veena Malik, Ashmit Patel, Jackie Shroff[92]",Navin Batra,drama,2013-09-27,2013,Super Model
"Ranbir Kapoor, Pallavi Sharda, Rishi Kapoor, Neetu Singh[93]",Abhinav Kashyap,"comedy,action",2013-10-02,2013,Besharam
"Sharman Joshi, Riya Sen, Raima Sen[46]",Ajay Sinha,comedy,2012-07-06,2012,3 Bachelors
"Deepika Padukone, Saif Ali Khan, Diana Penty, Dimple Kapadia, Boman Irani, Randeep Hooda[47]",Homi Adajania,romance,2012-07-13,2012,Cocktail
"Sarvasva, Mohammad Samad, Naresh Kumar[48]",Rajan Khosa,children,2012-07-20,2012,Gattu
"Kainaz Motivala, Vickrant Mahajan, Prem Chopra, Manoj Pahwa[49]",Vickrant Mahajan,comedy,2012-07-20,2012,Challo Driver
"Suniel Shetty, Rajpal Yadav[50]",Rajnish Raj Thakur,comedy,2012-07-20,2012,Mere Dost Picture Abhi Baki Hai
"Tusshar Kapoor, Riteish Deshmukh, Neha Sharma, Sarah-Jane Dias[51]",Sachin Yardi,"adult,comedy",2012-07-27,2012,Kyaa Super Kool Hain Hum
"Amit Purohit, Pitobash Tripathy, Gamya Wijayadasa, Rituparna Sengupta",Manish Manikpuri,social,2012-07-27,2012,Aalaap
"Swati Sharma, Yashpal Sharma, Satish Kaushik[52]",Ajay Yadav,drama,2012-07-27,2012,Overtime
"Sunny Leone, Arunoday Singh, Randeep Hooda[53]",Pooja Bhatt,"adult,thriller",2012-08-03,2012,Jism 2
"Voice-over by Om Puri, Juhi Chawla, Manoj Bajpai, Anupam Kher, A. K. Hangal, Sachin Pilgaonkar, Supriya Pilgaonkar, Prachi Save[54][55]",Vikram Veturi,computer-animated,2012-08-03,2012,Krishna Aur Kans
"Nawazuddin Siddiqui, Tigmanshu Dhulia, Piyush Mishra, Richa Chadda, Huma Qureshi, Reema Sen[56]",Anurag Kashyap,"adult,crime,thriller",2012-08-08,2012,Gangs of Wasseypur – Part 2
"Meera, Abhishek Kumar, Kavita Radheshyam, Shawar Ali",Faisal Saif,thriller,2012-08-10,2012,Paanch Ghantey Mien Paanch Crore
"Salman Khan, Katrina Kaif, Ranvir Shorey, Girish Karnad[57]",Kabir Khan,"romance,action",2012-08-15,2012,Ek Tha Tiger
"Boman Irani, Farah Khan[58]",Bela Sehgal,"romance,comedy",2012-08-24,2012,Shirin Farhad Ki Toh Nikal Padi
"Akshay Kumar, Sonakshi Sinha, Chitrangada Singh, Shreyas Talpade, Minissha Lamba[59]",Shirish Kunder,drama,2012-08-31,2012,Joker
"Rahul Singh, Suhasini Mulay, Lehar Khan, Harsh Mayar, Tannishtha Chatterjee, Parvin Dabas",Nila Madhab Panda,"thriller,social",2012-08-31,2012,Jalpari: The Desert Mermaid
"Sharad Malhotra, Prateek Chakraborty, Evelyn Sharma, Bidita Bag[60]",Prateek Chakraborty,romantic,2012-08-31,2012,From Sydney with Love
"Ranvir Shorey, Neha Dhupia, Saurabh Shukla, Rajat Kapoor, Manjari Fadnis, Delnaaz Irani, Lillete Dubey, Karan Singh Grover",Saurabh Shukla,comedy,2012-08-31,2012,I M 24
"Emraan Hashmi, Bipasha Basu, Esha Gupta[61]",Vikram Bhatt,"adult,suspense,thriller",2012-09-07,2012,Raaz 3: The Third Dimension
"Rahil Tandon, Bhavna Ruparel[62]",Pritish Chakraborty,comedy,2012-09-07,2012,Chal Pichchur Banate Hain
"Ranbir Kapoor, Priyanka Chopra, Ileana D'Cruz[63]",Anurag Basu,"romance,comedy",2012-09-14,2012,Barfi!
"Ravi Kishan, Yashpal Sharma, Govind Namdev, Hazel Crowney, Sharat Saxena[64]",Manish Vatsalya,drama,2012-09-14,2012,Jeena Hai Toh Thok Daal
"Kareena Kapoor, Arjun Rampal, Randeep Hooda, Mugdha Godse, Raqesh Bapat, Divya Dutta, Lillete Dubey[65]",Madhur Bhandarkar,"adult,drama",2012-09-21,2012,Heroine
"Paresh Rawal, Om Puri, Nana Patekar, Shreyas Talpade, Rajpal Yadav, Nyra Banerjee[66]",Priyadarshan,comedy,2012-09-28,2012,Kamaal Dhamaal Malamaal
"Paresh Rawal, Akshay Kumar, Mithun Chakraborty, Nidhi Subbaiah, Lubna Salim, Prabhu Deva, Sonakshi Sinha[67]",Umesh Shukla,"comedy,fantasy",2012-09-28,2012,OMG – Oh My God!
"Sridevi, Priya Anand, Mehdi Nebbou, Amitabh Bachchan[68]",Gauri Shinde,drama,2012-10-05,2012,English Vinglish
"Juhi Chawla, Arshad Warsi, Irrfan Khan, Suresh Menon, Rajpal Yadav, Dia Mirza, Mukesh Rishi, Rajat Kapoor",Jaideep Sen,comedy,2008-04-11,2008,Krazzy 4
"Ajay Devgn, Kajol, Karan Khanna, Isha Sharvani, Sumeet Raghavan, Divya Dutta",Ajay Devgn,romance,2008-04-11,2008,U Me Aur Hum
"Arbaaz Ali Khan, Vikas Anand, Rahul, Dinesh Hingoo, Tej Sapru",Arshad Khan,romance,2008-04-11,2008,Pehli Nazar Ka Pyaar
"Kay Kay Menon, Manisha Koirala, Ranvir Shorey, Sonali Kulkarni",Rajaatesh Nayar,"drama, romance",2008-04-25,2008,Sirf
"Akshay Kumar, Saif Ali Khan, Kareena Kapoor, Anil Kapoor, Manoj Pahwa, Rajesh Jais",Vijay Krishna Acharya,"action, romance",2008-04-25,2008,Tashan
"Sunil Shetty, Sandhya Mridul, Arshad Warsi, Sharat Saxena, Tania Zaetta, Rashmi Nigam",Deepak Shivdasani,comedy,2008-05-02,2008,Mr. Black Mr. White
"Dino Morea, Minissha Lamba, Koena Mitra, Aarti Chabria, Gulshan Grover",Anant Mahadevan,thriller,2008-05-02,2008,Anamika
"Mimoh Chakraborty, Rati Agnihotri, Vikas Anand",Raj N. Sippy,"drama, action, crime, thriller, romance",2008-05-09,2008,Jimmy
"Amitabh Bachchan, Juhi Chawla, Priyanshu Chatterjee, Shah Rukh Khan, Aman Siddiqui, Rajpal Yadav, Satish Shah, Ashish Chaudhary, Nauheed Cyrusi, Shaana Diya",Vivek Sharma,"comedy, drama, fantasy",2008-05-09,2008,Bhoothnath
"Emraan Hashmi, Vishal Malhotra, Sonal Chauhan, Sameer Kochhar, Javed Shaikh",Kunal Deshmukh,"drama, romance",2008-05-16,2008,Jannat
"Anupam Kher, Gulshan Grover, Satish Kaushik, Satish Shah",Shashi Ranjan,comedy,2008-05-23,2008,Dhoom Dadakka
"Hrishita Bhatt, Mithun Chakraborty, Shakti Kapoor, Rohit Roy",Ashim Samanta,comedy,2008-05-23,2008,Don Muthu Swami
,Singeetam Srinivasa Rao,fantasy,2008-05-23,2008,Ghatothkach
"Sikandar Kher, Neha Oberoi, Arbaaz Khan, Shakti Kapoor, Gulshan Grover, Sachin Khedekar, Boman Irani, Anupama Verma",Hansal Mehta,thriller,2008-05-30,2008,Woodstock Villa
"Rajeev Khandelwal, Gajraj Rao",Rajkumar Gupta,"drama, thriller",2008-06-06,2008,Aamir
"Amitabh Bachchan, Abhishek Bachchan, Aishwarya Rai Bachchan, Supriya Pathak, Tanishaa Mukerji, Ravi Kale",Ram Gopal Verma,"action, crime, drama, thriller",2008-06-06,2008,Sarkar Raj
"Akshaye Khanna, Paresh Rawal, Genelia D'Souza, Arzoo Govitrikar, Om Puri, Rajpal Yadav",Priyadarshan,comedy,2008-06-13,2008,Mere Baap Pehle Aap
"Sikandar Kher, Gul Panag, Neetu Chandra, Susan Brar, Uvika Choudhary",Suhail Tatari,drama,2008-06-13,2008,Summer 2007
"Riteish Deshmukh, Aftab Shivdasani, Ayesha Takia, Rimi Sen, Mukul Dev, Neha Dhupia, Anupam Kher, Anjana Sukhani",Eeshwar Nivas,"comedy, romance",2008-06-20,2008,De Taali
"Ajay Devgn, Amita Pathak, Nakuul Mehta, Adhyayan Suman",Anil Devgan,"drama, romance",2008-06-20,2008,Haal-e-Dil
"Saif Ali Khan, Rani Mukerji, Sharat Saxena, Ameesha Patel, Rishi Kapoor",Kunal Kohli,"drama, romance, fantasy",2008-06-27,2008,Thoda Pyaar Thoda Magic
"Jackie Shroff, Parmeet Sethi, Paresh Rawal, Arbaaz Khan",Vinayak Rajesh,drama,2008-06-27,2008,Thodi Life Thoda Magic
"Kay Kay Menon, Sonali Kulkarni, Vinay Pathak, Sandhya Mridul, Rajat Kapoor",Arindam Nandy,"drama, mystery, thriller",2008-06-27,2008,Via Darjeeling
"Imran Khan, Genelia D'Souza, Murali Sharma, Ratna Pathak, Ayaz Khan, Naseeruddin Shah, Paresh Rawal, Manjari Fadnis",Abbas Tyrewala,"romance, comedy, drama",2008-07-04,2008,Jaane Tu... Ya Jaane Na
"Priyanka Chopra,Farhan Akhtar,Zaira Wasim,Rohit Suresh Saraf",Shonali Bose,,2019-10-11,2019,The Sky Is Pink
"Vinay Pathak,Siddharth Menon,Ayesha Raza Mishra,Seethal Thakur",Sameer Hemant Joshi,,2019-10-18,2019,Chappad Phaad Ke
"Sanaya Irani,Shivam Bhaargava",Vikram Bhatt,,2019-10-18,2019,Ghost
"Saif Ali Khan,Manav Vij,Zoya Hussain,Deepak Dobriyal,Simone Singh",Navdeep Singh,,2019-10-18,2019,Laal Kaptaan
"Jimmy Sheirgill,Kumud Mishra,Bhavesh Kumar",Manoj Tiwari,,2019-10-18,2019,P Se Pyaar F Se Faraar
"Priyanshu Painyuli,Chandrachoor Rai,Shadab Kamal,Sheetal Thakur",Udai Singh Pawar,,2019-10-18,2019,Upstarts
"Prateik Babbar,Siddhanth Kapoor,Ishita Raj Sharma",Ovais Khan,,2019-10-18,2019,Yaaram
"Priyanshu Chatterjee,Raai Laxmi",Arshad Siddiqui,,2019-10-18,2019,Officer Arjun Singh IPS Batch 2000
"Raghubir Yadav, Diiva Dhanoya, Shakti Kumar",Banty Dubey,,2019-10-18,2019,Jacqueline I Am Coming
"Akshay Kumar,Ritesh Deshmukh,Bobby Deol,Kriti Sanon,Pooja Hegde,Kriti Kharbanda,Chunky Pandey,Ranjeet,Rana Daggubati",Farhad Samji,,2019-10-25,2019,Housefull 4
"Aparshakti Khurana,Divyenndu,Harsh Mayar,Vijay Raaz,Rajshri Deshpande,Harshita Gaur",Ashish Aryan,,2019-10-25,2019,Kanpuriye
"Rajkummar Rao,Mouni Roy,Boman Irani,Gajraj Rao,Sumeet Vyas,Amyra Dastur,Paresh Rawal",Mikhil Musale,,2019-10-25,2019,Made in China
"Bhumi Pednekar,Taapsee Pannu,Prakash Jha,Vineet Kumar Singh",Tushar Hiranandani,,2019-10-25,2019,Saand Ki Aankh
"Sushant Singh Rajput,Jacqueline Fernandez,Vikramjeet Virk,Sapna Pabbi,Boman Irani,Pankaj Tripathi",Tarun Mansukhani,,2019-11-01,2019,Drive
"Sunny Singh,Maanvi Gagroo,Karishma Sharma,Aishwarya Sakhuja",Abhishek Pathak,,2019-11-01,2019,Ujda Chaman
"Ayushmann Khurrana,Bhumi Pednekar,Yami Gautam,Saurabh Shukla,Javed Jaffrey,Seema Pahwa",Amar Kaushik,,2019-11-08,2019,Bala
"Neil Nitin Mukesh,Adah Sharma,Shama Sikander,Gul Panag,Rajit Kapur,Sudhanshu Pandey",Naman Nitin Mukesh,,2019-11-08,2019,Bypass Road
"Nivin Pauly,Sanjana Dipu,Shashank Arora,Sobhita Dhulipala,Dileesh Pothan,Jim Sarbh,Roshan Mathew",Geetu Mohandas,,2019-11-08,2019,Moothon[c]
"Sooraj Pancholi,Megha Akash",Irfan Kamal,,2019-11-08,2019,Satellite Shankar
"Boman Irani,Tannishtha Chatterjee,Divya Dutta,Sanjay Suri,Yatin Karyekar,Akhilendra Mishra,Govind Namdev,Joy Sengupta",Brahmanand S. Siingh,,2019-11-14,2019,Jhalki
"Ali Fazal,Shriya Pilgaonkar,Jim Sarbh",Shashanka Ghosh and Samit Basu,,2019-11-15,2019,House Arrest
"Kiran Kumar,Shahbaz Khan",Raama Mehra,,2019-11-15,2019,Keep Safe Distance
"Sidharth Malhotra,Riteish Deshmukh,Tara Sutaria,Rakul Preet Singh",Milap Milan Zaveri,,2019-11-15,2019,Marjaavaan
"Nawazuddin Siddiqui,Athiya Shetty",Debamitra Biswal,,2019-11-15,2019,Motichoor Chaknachoor
"Krishna Abhishek,Kashmera Shah,Rishaab Chauhaan",Kashmera Shah,,2019-11-15,2019,Marne Bhi Do Yaaron
"Anil Kapoor,John Abraham,Ileana D'Cruz,Arshad Warsi,Pulkit Samrat,Kriti Kharbanda,Urvashi Rautela,Saurabh Shukla",Anees Bazmee,,2019-11-22,2019,Pagalpanti
"Vidyut Jammwal,Adah Sharma,Angira Dhar,Gulshan Devaiah",Aditya Datt,,2019-11-29,2019,Commando 3
"Vardhan Puri,Shivaleeka Oberoi",Cherag Ruparel,,2019-11-29,2019,Yeh Saali Aashiqui
"Sanjay Dutt,Arjun Kapoor,Kriti Sanon,Mohnish Bahl",Ashutosh Gowariker,,2019-12-06,2019,Panipat
"Kartik Aaryan,Bhumi Pednekar,Ananya Panday",Mudassar Aziz,,2019-12-06,2019,Pati Patni Aur Woh
"Rani Mukerji,Vikram Singh Chauhan,Shruti Bapna,Rajesh Sharma,Sudhanshu Pandey",Gopi Puthran,,2019-12-13,2019,Mardaani 2
"Emraan Hashmi,Rishi Kapoor,Vedhika,Sobhita Dhulipala",Jeethu Joseph,,2019-12-13,2019,The Body
"Salman Khan,Sonakshi Sinha,Sudeep,Saiee Manjrekar,Arbaaz Khan",Prabhu Deva,,2019-12-20,2019,Dabangg 3
"Brendan Fraser,Abhay Deol,Ronit Roy,Neeraj Kabi,Prem Chopra,Ali Haji",Rohit Karn Batra,,2019-12-20,2019,Line of Descent[d]
"Pankaj Kapoor,Supriya Pathak,Hrishitaa Bhatt",Bhavna Talwar,,2019-12-25,2019,Happi
"Akshay Kumar,Kareena Kapoor,Diljit Dosanjh,Kiara Advani",Raj Mehta,,2019-12-27,2019,Good Newwz
"Tabu,Ali Fazal,Wamiqa Gabbi,Ashish Vidyarthi,Azmeri Haque Badhon,Alexx O'Nell",Vishal Bharadwaj,,2023-10-05,2023,Khufiya
"Akshay Kumar,Parineeti Chopra",Tinu Suresh Desai,,2023-10-06,2023,Mission Raniganj
"Bhumi Pednekar,Shehnaaz Gill,Dolly Singh,Kusha Kapila,Shibani Bedi,Karan Kundrra,Tejaswi Dev Chaudhary,Saloni Daini",Karan Boolani,,2023-10-06,2023,Thank You for Coming
"Raghubir Yadav,Seema Pahwa,Anuraag Malhan,Jamie Lever,Chahatt Khanna",Harish Vyas,,2023-10-06,2023,Yaatris
"Ratna Pathak Shah,Dia Mirza,Fatima Sana Shaikh,Sanjana Sanghi",Tarun Dudeja,,2023-10-13,2023,Dhak Dhak
"Sanjay Mishra,Heet Sharma,Subrat Dutta,Kalyanee Mulay",Ishrat R. Khan,,2023-10-13,2023,Guthlee Ladoo
"Karan Patel,Ankita Bhargava Patel,Ashutosh Rana,Manoj Joshi,Saanand Verma,Smiriti Kalra",Bharat Ratan,,2023-10-13,2023,Darran Chhoo
"Vinay Pathak,Masumeh Makhija,Manurishi Chaddha,Shrikant Verma,Satendra Soni,Sparsh Suman",Shiladitya Bora,,2023-10-13,2023,Bhagwan Bharose
"Amitabh Bachchan,Tiger Shroff,Kriti Sanon,Elli AvrRam",Vikas Bahl,,2023-10-20,2023,Ganapath
"Divya Khosla Kumar,Yash Daasguptaa,Pearl V Puri,Meezaan Jafri,Anaswara Rajan,Priya Prakash Varrier,Warina Hussain","Radhika Rao,Vinay Sapru",,2023-10-20,2023,Yaariyan 2
"Vikrant Massey,Medha Shankar,Priyanshu Chatterjee,Harish Khanna",Vidhu Vinod Chopra,,2023-10-27,2023,12th Fail
Kangana Ranaut,Sarvesh Mewara,,2023-10-27,2023,Tejas
"Nimrat Kaur,Radhika Madan,Bhagyashree,Sumeet Vyas,Subodh Bhave,Chinmay Mandlekar",Mikhil Musale,,2023-10-27,2023,Sajini Shinde Ka Viral Video
"Arifin Shuvoo,Nusrat Imrose Tisha,Nusraat Faria,Fazlur Rahman Babu,Shahidul Alam Sachchu",Shyam Benegal,,2023-10-27,2023,Mujib: The Making of a Nation
"Abhishek Duhan,Rajniesh Duggall,Brijendra Kala,Vineet Kumar,Aanchal Munjal",Rakesh Chaturvedi Om,,2023-10-27,2023,Mandali
"Abhimanyu Dassani,Mrunal Thakur,Paresh Rawal,Sharman Joshi,Divya Dutta,Abhishek Banerjee,Darshan Jariwala,Vijay Raaz",Umesh Shukla,,2023-11-03,2023,Aankh Micholi
"Arjun Kapoor,Bhumi Pednekar",Ajay Bahl,,2023-11-03,2023,The Lady Killer
"Ashutosh Rana,Bidita Bag,Tia Bajpai,Rajesh Jais",Durgesh Pathak,,2023-11-03,2023,Lakeerein
"Darsheel Safary,Arun Govil,Sajjad Delafrooz,Gautam Vij,Mir Sarwar","Vinay Bharadwaj,Saumitra Singh",,2023-11-03,2023,Hukus Bukus
"Raj Kundra,Kumar Saurabh",Shahnawaz Ali,,2023-11-03,2023,UT 69
"Shefali Shah,Jaideep Ahlawat,Swanand Kirkire",Avinash Arun Dhaware,,2023-11-03,2023,Three of Us
"Paresh Rawal,Shiv Panditt,Neena Kulkarni,Mimi Chakraborty","Shiboprosad Mukherjee,Nandita Roy",,2023-11-03,2023,Shastry Viruddh Shastry
"Ishaan Khatter,Mrunal Thakur,Priyanshu Painyuli,Soni Razdan",Raja Krishna Menon,,2023-11-10,2023,Pippa
"Salman Khan,Katrina Kaif,Emraan Hashmi",Maneesh Sharma,,2023-11-12,2023,Tiger 3
"Tara Sutaria,Abhishek Banerjee,Rajpal Yadav,Dhairya Karwa",Nikhil Nagesh Bhat,,2023-11-15,2023,Apurva
"Supriya Pathak,Rajeev Mehta,Anang Desai,Vandana Pathak,Kirti Kulhari,Jamnadas Majethia",Aatish Kapadia,,2023-11-17,2023,Khichdi 2: Mission Paanthukistan
"Sharman Joshi,Annu Kapoor",Abhinav Pareek,,2023-11-18,2023,Sab Moh Maaya Hai
"Alizeh Agnihotri,Zeyn Shaw,Sahil Mehta,Prasanna Bisht,Ronit Roy,Juhi Babbar",Soumendra Padhi,,2023-11-24,2023,Farrey
"Khushalii Kumar,Milind Soman,Ehan Bhat,Tusharr Khanna",Akhilesh Jaiswal,,2023-11-24,2023,Starfish
"Aarya Babbar,Ankit Bathla,Anu Mitra,Aman Yatan Verma",Sanjeev Kumar Rajput,,2023-11-24,2023,Do Ajnabee
"Ranbir Kapoor,Rashmika Mandanna,Anil Kapoor,Bobby Deol,Tripti Dimri",Sandeep Reddy Vanga,,2023-12-01,2023,Animal
"Vicky Kaushal,Sanya Malhotra,Fatima Sana Shaikh",Meghna Gulzar,,2023-12-01,2023,Sam Bahadur
"Mihir Ahuja,Suhana Khan,Khushi Kapoor,Agastya Nanda,Vedang Raina,Aditi Saigal,Yuvraj Menda",Zoya Akhtar,,2023-12-07,2023,The Archies
"Manoj Bajpayee,Mohammed Zeeshan Ayyub,Smita Tambe",Devashish Makhija,,2023-12-08,2023,Joram
"Pankaj Tripathi,Parvathy Thiruvothu,Jaya Ahsan,Sanjana Sanghi,Dilip Shankar,Paresh Pahuja,Varun Buddhadev",Aniruddha Roy Chowdhury,,2023-12-08,2023,Kadak Singh
"Jackie Shroff,Neena Gupta,Abhishek Chauhan,Monika Panwar,Rakhi Sawant,Faisal Malik",Vijay Maurya,,2023-12-08,2023,Mast Mein Rehne Ka
"Nikhil Pandey,Jashn Agnihotri,Ratna Neelam Pandey,Brijendra Kala",Ratna Neelam Pandey Sandeep S. Choudhary,,2023-12-15,2023,Kaisi Ye Dor
"Shah Rukh Khan,Taapsee Pannu,Vicky Kaushal,Boman Irani,Vikram Kochhar,Anil Grover",Rajkumar Hirani,,2023-12-21,2023,Dunki
"Jitendra Kumar,Annu Kapoor,Shriya Pilgaonkar",Saurabh Shukla,,2023-12-22,2023,Dry Day
"Adarsh Gourav,Siddhant Chaturvedi,Ananya Panday",Arjun Varain Singh,,2023-12-26,2023,Kho Gaye Hum Kahan
"Abhay Verma,Meera Chopra",Sandeep Singh,,2023-12-29,2023,Safed
"Ranbir Kapoor, Konkona Sen Sharma, Rahul Khanna, Namit Das, Anupam Kher",Ayan Mukerji,romantic comedy,2009-10-02,2009,Wake Up Sid
"Dia Mirza, Fardeen Khan, Irrfan Khan, Manoj Bajpai, Dino Morea, Aftab Shivdasani, Danny Denzongpa, Gulshan Grover",Suparn Verma,action,2009-10-09,2009,Acid Factory
"Sanjay Dutt, Ajay Devgn, Fardeen Khan, Bipasha Basu, Mugdha Godse, Johnny Lever",Rohit Shetty,comedy,2009-10-16,2009,All the Best: Fun Begins
"Akshay Kumar, Sanjay Dutt, Lara Dutta, Zayed Khan, Katrina Kaif, Rahul Dev",Anthony D'souza,action,2009-10-16,2009,Blue
